leto,podrocje,ime,URL,datum rojstva,drzava rojstva,nagrade
1974,Mir,Seán MacBride,https://en.wikipedia.org/wiki/Se%C3%A1n_MacBride,1904-01-26,France,
1974,Mir,Eisaku Satō,https://en.wikipedia.org/wiki/Eisaku_Sat%C5%8D,1901-03-27,Japan,Nobel Peace Prize
1975,Mir,Andrei Sakharov,https://en.wikipedia.org/wiki/Andrei_Sakharov,1921-05-21,Russia,Hero of Socialist Labor (1953; 1955; 1962); Hero of Socialist Labor; Stalin Prize; Lenin Prize; Prix mondial Cino Del Duca; Nobel Peace Prize; Elliott Cresson Medal
1976,Mir,Betty Williams,https://en.wikipedia.org/wiki/Betty_Williams,1943-05-22,Northern Ireland,Nobel Peace Prize
1976,Mir,Mairead Maguire,https://en.wikipedia.org/wiki/Mairead_Maguire,1944-01-27,Northern Ireland [ 1 ],Nobel Peace Prize; [ 4 ]; Carl von Ossietzky Medal; [ 5 ]; Pacem in Terris Award
1977,Mir,Amnesty International,https://en.wikipedia.org/wiki/Amnesty_International,,,
1978,Mir,Anwar Sadat,https://en.wikipedia.org/wiki/Anwar_Sadat,1918-12-25,Sultanate of Egypt,
1978,Mir,Menachem Begin,https://en.wikipedia.org/wiki/Menachem_Begin,1913-08-16,Russian Empire,
1979,Mir,Mother Teresa,https://en.wikipedia.org/wiki/Mother_Teresa,1910-08-26,Ottoman Empire,
1980,Mir,Adolfo Pérez Esquivel,https://en.wikipedia.org/wiki/Adolfo_P%C3%A9rez_Esquivel,1931-11-26,Argentina,Nobel Peace Prize; Pacem in Terris Award
1981,Mir,United Nations High Commissioner for Refugees,https://en.wikipedia.org/wiki/United_Nations_High_Commissioner_for_Refugees,,,
1982,Mir,Alva Myrdal,https://en.wikipedia.org/wiki/Alva_Myrdal,1902-01-31,Sweden,
1982,Mir,Alfonso García Robles,https://en.wikipedia.org/wiki/Alfonso_Garc%C3%ADa_Robles,1911-03-20,Mexico,Nobel Peace Prize
1983,Mir,Lech Wałęsa,https://en.wikipedia.org/wiki/Lech_Wa%C5%82%C4%99sa,1943-09-29,German-occupied Poland,Full list
1984,Mir,Desmond Tutu,https://en.wikipedia.org/wiki/Desmond_Tutu,1931-10-07,Union of South Africa,
1985,Mir,International Physicians for the Prevention of Nuclear War,https://en.wikipedia.org/wiki/International_Physicians_for_the_Prevention_of_Nuclear_War,,,
1986,Mir,Elie Wiesel,https://en.wikipedia.org/wiki/Elie_Wiesel,1928-09-30,Kingdom of Romania,Congressional Gold Medal 1984; Congressional Gold Medal; French Legion of Honour – Commander; Grand Officer; Grand Cross 1984; 1990; 2000; French Legion of Honour; Nobel Peace Prize 1986; Nobel Peace Prize; Presidential Medal of Freedom 1992; Presidential Medal of Freedom; Order of the Star of Romania – Grand Officer 2002; Order of the Star of Romania; Honorary knighthood 2006; Honorary knighthood
1987,Mir,Óscar Arias,https://en.wikipedia.org/wiki/%C3%93scar_Arias,1940-09-13,Costa Rica,
1988,Mir,United Nations peacekeeping forces,https://en.wikipedia.org/wiki/United_Nations_peacekeeping_forces,,,
1989,Mir,Tenzin Gyatso (The 14th Dalai Lama),https://en.wikipedia.org/wiki/Tenzin_Gyatso_%28The_14th_Dalai_Lama%29,,,
1990,Mir,Mikhail Gorbachev,https://en.wikipedia.org/wiki/Mikhail_Gorbachev,1931-03-02,Soviet Union,
1991,Mir,Aung San Suu Kyi,https://en.wikipedia.org/wiki/Aung_San_Suu_Kyi,1945-06-19,British Burma,Full list
1992,Mir,Rigoberta Menchú,https://en.wikipedia.org/wiki/Rigoberta_Mench%C3%BA,1959-01-09,Guatemala,Nobel Peace Prize; Prince of Asturias Awards; Order of the Aztec Eagle
1993,Mir,Nelson Mandela,https://en.wikipedia.org/wiki/Nelson_Mandela,1918-07-18,Union of South Africa,Full list
1993,Mir,F. W. de Klerk,https://en.wikipedia.org/wiki/F._W._de_Klerk,1936-03-18,South Africa,Nobel Peace Prize
1994,Mir,Yasser Arafat,https://en.wikipedia.org/wiki/Yasser_Arafat,1929-08-24,Egypt,
1994,Mir,Shimon Peres,https://en.wikipedia.org/wiki/Shimon_Peres,1923-08-02,Poland,Nobel Peace Prize
1994,Mir,Yitzhak Rabin,https://en.wikipedia.org/wiki/Yitzhak_Rabin,1922-03-01,then part of Mandatory Palestine,
1995,Mir,Joseph Rotblat,https://en.wikipedia.org/wiki/Joseph_Rotblat,1908-11-04,Congress Poland,Knight Commander of the Order of St Michael and St George; Nobel Peace Prize; Fellow of the Royal Society; Albert Einstein Peace Prize; Commander of the Order of the British Empire
1995,Mir,Pugwash Conferences on Science and World Affairs,https://en.wikipedia.org/wiki/Pugwash_Conferences_on_Science_and_World_Affairs,,,
1996,Mir,Carlos Filipe Ximenes Belo,https://en.wikipedia.org/wiki/Carlos_Filipe_Ximenes_Belo,1948-02-03,Portuguese Timor (now East Timor,
1996,Mir,José Ramos-Horta,https://en.wikipedia.org/wiki/Jos%C3%A9_Ramos-Horta,1949-12-26,Portuguese Timor (now East Timor,
1997,Mir,International Campaign to Ban Landmines,https://en.wikipedia.org/wiki/International_Campaign_to_Ban_Landmines,,,
1997,Mir,Jody Williams,https://en.wikipedia.org/wiki/Jody_Williams,1950-10-09,United States,
1998,Mir,John Hume,https://en.wikipedia.org/wiki/John_Hume,1937-01-18,Northern Ireland,
1998,Mir,David Trimble,https://en.wikipedia.org/wiki/David_Trimble,1944-10-15,Northern Ireland,Nobel Peace Prize
1999,Mir,Médecins Sans Frontières,https://en.wikipedia.org/wiki/M%C3%A9decins_Sans_Fronti%C3%A8res,,,
2000,Mir,Kim Dae-jung,https://en.wikipedia.org/wiki/Kim_Dae-jung,1924-01-06,Empire of Japan,Nobel Peace Prize; Philadelphia Liberty Medal
2001,Mir,United Nations,https://en.wikipedia.org/wiki/United_Nations,,,
2001,Mir,Kofi Annan,https://en.wikipedia.org/wiki/Kofi_Annan,1938-04-08,Gold Coast,Full list
2002,Mir,Jimmy Carter,https://en.wikipedia.org/wiki/Jimmy_Carter,1924-10-01,U.S.,American Campaign Medal; World War II Victory Medal; China Service Medal; National Defense Service Medal
2003,Mir,Shirin Ebadi,https://en.wikipedia.org/wiki/Shirin_Ebadi,1947-06-21,Iran,Rafto Prize; Nobel Peace Prize; JPM Interfaith Award; Legion of Honour
2004,Mir,Wangari Maathai,https://en.wikipedia.org/wiki/Wangari_Maathai,1940-04-01,Kenya,Right Livelihood Award; Nobel Peace Prize; Indira Gandhi Peace Prize
2005,Mir,International Atomic Energy Agency,https://en.wikipedia.org/wiki/International_Atomic_Energy_Agency,,,
2005,Mir,Mohamed ElBaradei,https://en.wikipedia.org/wiki/Mohamed_ElBaradei,1942-06-17,Egypt,
2006,Mir,Muhammad Yunus,https://en.wikipedia.org/wiki/Muhammad_Yunus,1940-06-28,British India,Olympic Laurel; Congressional Gold Medal; Presidential Medal of Freedom; Nobel Peace Prize; Independence Award; (Full list)
2006,Mir,Grameen Bank,https://en.wikipedia.org/wiki/Grameen_Bank,,,
2007,Mir,Intergovernmental Panel on Climate Change,https://en.wikipedia.org/wiki/Intergovernmental_Panel_on_Climate_Change,,,
2007,Mir,Al Gore,https://en.wikipedia.org/wiki/Al_Gore,1948-03-31,U.S.,National Defense Service Medal; Vietnam Service Medal; Republic of Vietnam Campaign Medal
2008,Mir,Martti Ahtisaari,https://en.wikipedia.org/wiki/Martti_Ahtisaari,1937-06-23,Russia,Nobel Peace Prize
2009,Mir,Barack Obama,https://en.wikipedia.org/wiki/Barack_Obama,1961-08-04,U.S.,Full list
2010,Mir,Liu Xiaobo[g],https://en.wikipedia.org/wiki/Liu_Xiaobo%5Bg%5D,,,
2011,Mir,Ellen Johnson Sirleaf,https://en.wikipedia.org/wiki/Ellen_Johnson_Sirleaf,1938-10-29,Liberia,Nobel Peace Prize; 2011
2011,Mir,Leymah Gbowee,https://en.wikipedia.org/wiki/Leymah_Gbowee,1972-02-01,Leymah Roberta Gbowee (  ) 1 February 1972 (age 53) Central Liberia,Nobel Peace Prize; 2011
2011,Mir,Tawakel Karman,https://en.wikipedia.org/wiki/Tawakel_Karman,1979-02-07,Yemen Arab Republic,Nobel Peace Prize; 2011
2012,Mir,European Union,https://en.wikipedia.org/wiki/European_Union,,,
2013,Mir,Organisation for the Prohibition of Chemical Weapons,https://en.wikipedia.org/wiki/Organisation_for_the_Prohibition_of_Chemical_Weapons,,,
2014,Mir,Kailash Satyarthi,https://en.wikipedia.org/wiki/Kailash_Satyarthi,1954-01-11,Madhya Bharat (now Madhya Pradesh ) India,Nobel Peace Prize; Robert F. Kennedy Human Rights Award; [ 3 ]
2014,Mir,Malala Yousafzai,https://en.wikipedia.org/wiki/Malala_Yousafzai,1997-07-12,Pakistan [ 1 ],
2015,Mir,Tunisian National Dialogue Quartet,https://en.wikipedia.org/wiki/Tunisian_National_Dialogue_Quartet,,,
2016,Mir,Juan Manuel Santos,https://en.wikipedia.org/wiki/Juan_Manuel_Santos,1951-08-10,Colombia,Nobel Peace Prize; 2016
2017,Mir,International Campaign to Abolish Nuclear Weapons,https://en.wikipedia.org/wiki/International_Campaign_to_Abolish_Nuclear_Weapons,,,
2018,Mir,Denis Mukwege,https://en.wikipedia.org/wiki/Denis_Mukwege,1955-03-01,Belgian Congo,Nobel Peace Prize; Human Rights First; Civil Courage Prize; Wallenberg Medal; Right Livelihood Award; Four Freedoms Award; Time 100; Sakharov Prize; Seoul Peace Prize; UN Prize in Human Rights; Olof Palme Prize; Gulbenkian Prize; Legion of Honour
2018,Mir,Nadia Murad,https://en.wikipedia.org/wiki/Nadia_Murad,1993-03-10,Iraq,Sakharov Prize; Nobel Peace Prize; Council of Europe Vaclav Havel Prize for Freedom of Thought; Clinton Global Citizen Award; Hillary Clinton Award for Advancing Women in Peace and Security; United Nations Association of Spain Peace Prize; United Nations Association; International DVF Award; Bambi Award
2019,Mir,Abiy Ahmed,https://en.wikipedia.org/wiki/Abiy_Ahmed,1976-08-15,Ethiopia,Nobel Peace Prize
2020,Mir,World Food Programme,https://en.wikipedia.org/wiki/World_Food_Programme,,,
2021,Mir,Maria Ressa,https://en.wikipedia.org/wiki/Maria_Ressa,1963-10-02,Philippines,
2021,Mir,Dmitry Muratov,https://en.wikipedia.org/wiki/Dmitry_Muratov,1961-10-29,Russia,Order of Friendship; Order of Honour; CPJ International Press Freedom Awards; Legion of Honour; Order of the Cross of Terra Mariana; World Association of Newspapers' Golden Pen of Freedom Award; 2021 Nobel Peace Prize
2022,Mir,Ales Bialiatski,https://en.wikipedia.org/wiki/Ales_Bialiatski,1962-09-25,Russia,Václav Havel Human Rights Prize; Right Livelihood Award; Nobel Peace Prize ( 2022 ); Nobel Peace Prize; 2022
2022,Mir,Memorial,https://en.wikipedia.org/wiki/Memorial,,,
2022,Mir,Centre for Civil Liberties,https://en.wikipedia.org/wiki/Centre_for_Civil_Liberties,,,
2023,Mir,Narges Mohammadi,https://en.wikipedia.org/wiki/Narges_Mohammadi,1972-04-21,Iran,Alexander Langer Award; Andrei Sakharov Prize; Nobel Peace Prize
2024,Mir,Nihon Hidankyo,https://en.wikipedia.org/wiki/Nihon_Hidankyo,,,
1969,Ekonomija,Ragnar Frisch,https://en.wikipedia.org/wiki/Ragnar_Frisch,1895-03-03,Norway,Nobel Memorial Prize in Economic Sciences
1969,Ekonomija,Jan Tinbergen,https://en.wikipedia.org/wiki/Jan_Tinbergen,1903-04-12,Netherlands,Erasmus Prize; Nobel Memorial Prize in Economic Sciences
1970,Ekonomija,Paul Samuelson,https://en.wikipedia.org/wiki/Paul_Samuelson,1915-05-15,U.S.,John Bates Clark Medal; Nobel Memorial Prize in Economic Sciences; National Medal of Science
1971,Ekonomija,Simon Kuznets,https://en.wikipedia.org/wiki/Simon_Kuznets,1901-04-30,Russian Empire (now Belarus,Nobel Memorial Prize in Economic Sciences
1972,Ekonomija,John Hicks,https://en.wikipedia.org/wiki/John_Hicks,1904-04-08,UK,Nobel Memorial Prize in Economic Sciences
1972,Ekonomija,Kenneth Arrow,https://en.wikipedia.org/wiki/Kenneth_Arrow,,,John Bates Clark Medal; Nobel Prize in Economics; von Neumann Theory Prize; National Medal of Science; ForMemRS
1973,Ekonomija,Wassily Leontief,https://en.wikipedia.org/wiki/Wassily_Leontief,1905-08-05,German Empire,Nobel Memorial Prize in Economic Sciences
1974,Ekonomija,Gunnar Myrdal,https://en.wikipedia.org/wiki/Gunnar_Myrdal,1898-12-06,Sweden,Nobel Memorial Prize in Economic Sciences; [ 1 ]; Bronislaw Malinowski Award
1974,Ekonomija,Friedrich Hayek,https://en.wikipedia.org/wiki/Friedrich_Hayek,1899-05-08,Austria-Hungary,Nobel Memorial Prize in Economic Sciences; Member of the Order of the Companions of Honour; Presidential Medal of Freedom
1975,Ekonomija,Leonid Kantorovich,https://en.wikipedia.org/wiki/Leonid_Kantorovich,1912-01-19,Russian Empire,Nobel Memorial Prize in Economic Sciences; Stalin Prize
1975,Ekonomija,Tjalling Koopmans,https://en.wikipedia.org/wiki/Tjalling_Koopmans,1910-08-28,Netherlands,Nobel Memorial Prize in Economic Sciences
1976,Ekonomija,Milton Friedman,https://en.wikipedia.org/wiki/Milton_Friedman,1912-07-31,U.S.,Member of the American Philosophical Society  [ 1 ]; the American Philosophical Society; [ 1 ]; Member of the National Academy of Sciences; National Medal of Science; Presidential Medal of Freedom; Nobel Memorial Prize in Economic Sciences; John Bates Clark Medal
1977,Ekonomija,Bertil Ohlin,https://en.wikipedia.org/wiki/Bertil_Ohlin,1899-04-23,Sweden,Nobel Memorial Prize in Economic Sciences
1977,Ekonomija,James Meade,https://en.wikipedia.org/wiki/James_Meade,1907-06-23,England,Nobel Memorial Prize in Economic Sciences
1978,Ekonomija,Herbert A. Simon,https://en.wikipedia.org/wiki/Herbert_A._Simon,1916-06-15,U.S.,Member of the National Academy of Sciences; APA Award for Distinguished Scientific Contributions to Psychology; Turing Award; Nobel Prize in Economics; National Medal of Science; Harold Pender Award; von Neumann Theory Prize; APA Award for Lifetime Contributions to Psychology; ACM Fellow; IJCAI Award for Research Excellence
1979,Ekonomija,Theodore Schultz,https://en.wikipedia.org/wiki/Theodore_Schultz,1902-04-30,U.S.,Nobel Memorial Prize in Economic Sciences
1979,Ekonomija,W. Arthur Lewis,https://en.wikipedia.org/wiki/W._Arthur_Lewis,1915-01-23,British Windward Islands,Nobel Memorial Prize in Economic Sciences
1980,Ekonomija,Lawrence Klein,https://en.wikipedia.org/wiki/Lawrence_Klein,1920-09-14,U.S.,John Bates Clark Medal; Nobel Memorial Prize in Economic Sciences
1981,Ekonomija,James Tobin,https://en.wikipedia.org/wiki/James_Tobin,1918-03-05,U.S.,John Bates Clark Medal; Nobel Prize in Economics
1982,Ekonomija,George Stigler,https://en.wikipedia.org/wiki/George_Stigler,1911-01-17,U.S.,Nobel Memorial Prize in Economic Sciences; National Medal of Science
1983,Ekonomija,Gérard Debreu,https://en.wikipedia.org/wiki/G%C3%A9rard_Debreu,1921-07-04,France,Nobel Memorial Prize in Economics
1984,Ekonomija,Richard Stone,https://en.wikipedia.org/wiki/Richard_Stone,1913-08-30,England,Nobel Memorial Prize in Economic Sciences
1985,Ekonomija,Franco Modigliani,https://en.wikipedia.org/wiki/Franco_Modigliani,1918-06-18,Italy,
1986,Ekonomija,James M. Buchanan,https://en.wikipedia.org/wiki/James_M._Buchanan,1919-10-03,U.S.,Nobel Memorial Prize in Economic Sciences
1987,Ekonomija,Robert Solow,https://en.wikipedia.org/wiki/Robert_Solow,1924-08-23,U.S.,John Bates Clark Medal; Nobel Memorial Prize in Economic Sciences; National Medal of Science; Presidential Medal of Freedom
1988,Ekonomija,Maurice Allais,https://en.wikipedia.org/wiki/Maurice_Allais,1911-05-31,France,Nobel Prize in Economics
1989,Ekonomija,Trygve Haavelmo,https://en.wikipedia.org/wiki/Trygve_Haavelmo,1911-12-13,Norway,Nobel Memorial Prize in Economic Sciences
1990,Ekonomija,Harry Markowitz,https://en.wikipedia.org/wiki/Harry_Markowitz,1927-08-24,U.S.,John von Neumann Theory Prize; Nobel Memorial Prize in Economic Sciences
1990,Ekonomija,Merton Miller,https://en.wikipedia.org/wiki/Merton_Miller,1923-05-16,U.S.,Nobel Memorial Prize in Economic Sciences
1990,Ekonomija,William F. Sharpe,https://en.wikipedia.org/wiki/William_F._Sharpe,1934-06-16,U.S.,Nobel Memorial Prize in Economic Sciences
1991,Ekonomija,Ronald Coase,https://en.wikipedia.org/wiki/Ronald_Coase,1910-12-29,England,Nobel Prize in Economics
1992,Ekonomija,Gary Becker,https://en.wikipedia.org/wiki/Gary_Becker,1930-12-02,U.S.,John Bates Clark Medal; Nobel Memorial Prize in Economic Sciences; Pontifical Academy of Sciences; National Medal of Science; John von Neumann Award; Presidential Medal of Freedom
1993,Ekonomija,Robert Fogel,https://en.wikipedia.org/wiki/Robert_Fogel,1926-07-01,U.S.,Nobel Memorial Prize in Economic Sciences; Bancroft Prize
1993,Ekonomija,Douglass North,https://en.wikipedia.org/wiki/Douglass_North,1920-11-05,U.S.,Nobel Memorial Prize in Economic Sciences
1994,Ekonomija,John Harsanyi,https://en.wikipedia.org/wiki/John_Harsanyi,1920-05-29,Hungary,Nobel Memorial Prize in Economic Sciences; John von Neumann Award
1994,Ekonomija,John Forbes Nash Jr.,https://en.wikipedia.org/wiki/John_Forbes_Nash_Jr.,1928-06-13,U.S.,John von Neumann Theory Prize; Nobel Memorial Prize in Economic Sciences; Member of the National Academy of Sciences; Abel Prize
1994,Ekonomija,Reinhard Selten,https://en.wikipedia.org/wiki/Reinhard_Selten,1930-10-05,Poland,Nobel Memorial Prize in Economic Sciences
1995,Ekonomija,Robert Lucas Jr.,https://en.wikipedia.org/wiki/Robert_Lucas_Jr.,1937-09-15,U.S.,Nobel Memorial Prize in Economic Sciences
1996,Ekonomija,James Mirrlees,https://en.wikipedia.org/wiki/James_Mirrlees,1936-07-05,Scotland,Nobel Memorial Prize in Economic Sciences
1996,Ekonomija,William Vickrey,https://en.wikipedia.org/wiki/William_Vickrey,1914-06-21,Canada,Nobel Memorial Prize in Economics; Guggenheim Fellowship
1997,Ekonomija,Robert C. Merton,https://en.wikipedia.org/wiki/Robert_C._Merton,1944-07-31,U.S.,Nobel Memorial Prize in Economic Sciences
1997,Ekonomija,Myron Scholes,https://en.wikipedia.org/wiki/Myron_Scholes,1941-07-01,Canada,Nobel Memorial Prize in Economics
1998,Ekonomija,Amartya Sen,https://en.wikipedia.org/wiki/Amartya_Sen,1933-11-03,British India,Nobel Memorial Prize in Economic Sciences; Bharat Ratna; National Humanities Medal; Johan Skytte Prize
1999,Ekonomija,Robert Mundell,https://en.wikipedia.org/wiki/Robert_Mundell,1932-10-24,Canada,Nobel Memorial Prize in Economics
2000,Ekonomija,James Heckman,https://en.wikipedia.org/wiki/James_Heckman,1944-04-19,U.S.,John Bates Clark Medal; Nobel Memorial Prize in Economics; Frisch Medal
2000,Ekonomija,Daniel McFadden,https://en.wikipedia.org/wiki/Daniel_McFadden,1937-07-29,U.S.,John Bates Clark Medal; Frisch Medal; Erwin Plein Nemmers Prize in Economics; Nobel Memorial Prize in Economic Sciences
2001,Ekonomija,George Akerlof,https://en.wikipedia.org/wiki/George_Akerlof,1940-06-17,U.S.,Nobel Memorial Prize in Economic Sciences
2001,Ekonomija,Michael Spence,https://en.wikipedia.org/wiki/Michael_Spence,1943-11-07,U.S.,John Bates Clark Medal; Nobel Memorial Prize in Economics
2001,Ekonomija,Joseph Stiglitz,https://en.wikipedia.org/wiki/Joseph_Stiglitz,1943-02-09,U.S.,
2002,Ekonomija,Daniel Kahneman,https://en.wikipedia.org/wiki/Daniel_Kahneman,1934-03-05,Israel,APA Distinguished Scientific Contribution Award; APA; Nobel Memorial Prize in Economic Sciences; University of Louisville Grawemeyer Award; University of Louisville; Grawemeyer Award; APA Lifetime Achievement Award; Presidential Medal of Freedom
2002,Ekonomija,Vernon L. Smith,https://en.wikipedia.org/wiki/Vernon_L._Smith,1927-01-01,U.S.,Nobel Memorial Prize in Economic Sciences
2003,Ekonomija,Robert F. Engle,https://en.wikipedia.org/wiki/Robert_F._Engle,1942-11-10,U.S.,Nobel Memorial Prize in Economic Sciences
2003,Ekonomija,Clive Granger,https://en.wikipedia.org/wiki/Clive_Granger,1934-09-04,U.K.,Nobel Memorial Prize in Economic Sciences
2004,Ekonomija,Finn E. Kydland,https://en.wikipedia.org/wiki/Finn_E._Kydland,1943-12-01,Norway,Nobel Memorial Prize in Economics
2004,Ekonomija,Edward C. Prescott,https://en.wikipedia.org/wiki/Edward_C._Prescott,1940-12-26,U.S.,Nobel Prize in Economics
2005,Ekonomija,Robert Aumann,https://en.wikipedia.org/wiki/Robert_Aumann,1930-06-08,Germany,Nobel Memorial Prize in Economics; Erwin Plein Nemmers Prize in Economics; John von Neumann Theory Prize; Harvey Prize; Israel Prize
2005,Ekonomija,Thomas Schelling,https://en.wikipedia.org/wiki/Thomas_Schelling,1921-04-14,U.S.,The Frank E. Seidman Distinguished Award in Political Economy; Nobel Memorial Prize in Economic Sciences
2006,Ekonomija,Edmund Phelps,https://en.wikipedia.org/wiki/Edmund_Phelps,1933-07-26,U.S.,Nobel Memorial Prize in Economic Sciences; Chevalier de la Legion d'Honneur; Pico Mirandola; Global Economy Prize; Friendship Award
